name,distance,stroke,course,gender,season,time_(seconds),time_(string),record_broken_by,record_improvement_%,new_record_holder,new_record_holder_broken_by,new_record_holder_improvement_%,seasons_between_records,seasons_between_new_holders,team,conference,date,meet,event_id,athlete_id,team_id,session,meet_id
Julia Smit,200,IM,SCY,F,2009.0,112.79,1:52.79,1.1199999999999903,0.9832323764375299,True,,,7.0,9.0,Stanford,Pac,2009-03-19,2009 NCAA DI - Women,13.0,532866.0,8528.0,Final,13365.0
Maggie Bowen,200,IM,SCY,F,2002.0,113.91,1:53.91,1.5799999999999983,1.3680838167806721,False,1.5799999999999983,1.3680838167806721,2.0,,Auburn,,2002-01-01,,13.0,473743.0,8288.0,,
Maggie Bowen,200,IM,SCY,F,2000.0,115.49,1:55.49,,,True,,,,,Auburn,,2000-01-01,,13.0,473743.0,8288.0,,
Leon Marchand,200,IM,SCY,M,2023.0,96.34,1:36.34,1.3499999999999943,1.381922407615922,False,1.789999999999992,1.8241108733312872,1.0,,Arizona State,Pac,2023-03-23,2023 NCAA Division I Men's Championships,13.0,3858425.0,8311.0,Final,164416.0
Leon Marchand,200,IM,SCY,M,2022.0,97.69,1:37.69,0.4399999999999977,0.44838479567919876,True,,,4.0,4.0,Arizona State,Pac,2022-03-24,2022 NCAA Division I Men's Swimming Championships,13.0,3858425.0,8311.0,Final,122880.0
Caeleb Dressel,200,IM,SCY,M,2018.0,98.13,1:38.13,1.25,1.2577983497685652,True,1.25,1.2577983497685652,3.0,3.0,Florida,SEC,2018-02-15,2018 SEC Champs,13.0,1063976.0,8619.0,Final,135562.0
David Nolan,200,IM,SCY,M,2015.0,99.38,1:39.38,0.6899999999999977,0.6895173378634933,False,1.1099999999999994,1.1045875211463823,0.0,,Stanford,Pac,2015-03-26,2015 NCAA DI - Men,13.0,2728041.0,8528.0,Final,20679.0
David Nolan,200,IM,SCY,M,2015.0,100.07,1:40.07,0.4200000000000017,0.41795203502836276,True,,,6.0,6.0,Stanford,Pac,2015-03-05,2015 PAC 12 Champs men,13.0,2728041.0,8528.0,Final,89345.0
Bradley Ally,200,IM,SCY,M,2009.0,100.49,1:40.49,0.060000000000002274,0.05967180507210569,True,0.060000000000002274,0.05967180507210569,3.0,4.0,Florida,SEC,2009-03-26,2009 NCAA DI - Men,13.0,1181574.0,8619.0,Final,10728.0
Ryan Lochte,200,IM,SCY,M,2006.0,100.55,1:40.55,1.1599999999999966,1.1404974928718874,False,2.1099999999999994,2.0553282680693545,1.0,,Florida,,2006-03-23,,13.0,350439.0,8619.0,,
Ryan Lochte,200,IM,SCY,M,2005.0,101.71,1:41.71,0.05000000000001137,0.04913522012579733,False,,,0.0,,Florida,,2005-01-01,,13.0,350439.0,8619.0,,
Ryan Lochte,200,IM,SCY,M,2005.0,101.76,1:41.76,0.8999999999999915,0.8766803039158303,True,,,2.0,2.0,Florida,,2005-01-01,,13.0,350439.0,8619.0,,
George Bovell,200,IM,SCY,M,2003.0,102.66,1:42.66,0.18999999999999773,0.18473505104520926,True,0.18999999999999773,0.18473505104520926,2.0,2.0,Auburn,,2003-01-01,,13.0,827071.0,8619.0,,
Nate Dusing,200,IM,SCY,M,2001.0,102.85,1:42.85,,,True,,,,,Texas,,2001-01-01,,13.0,111386.0,8157.0,,
Ella Eastin,400,IM,SCY,F,2018.0,234.6,3:54.60,1.9300000000000068,0.8159641483109994,True,1.9300000000000068,0.8159641483109994,0.0,0.0,Stanford,Pac,2018-03-16,2018 NCAA DI - Women,14.0,2773439.0,8528.0,Final,62067.0
Katie Ledecky,400,IM,SCY,F,2018.0,236.53,3:56.53,0.009999999999990905,0.004227614779737425,True,0.009999999999990905,0.004227614779737425,6.0,6.0,Stanford,Pac,2018-02-23,2018 PAC 12 Champs women,14.0,2423430.0,8528.0,Final,14989.0
Katinka Hosszu,400,IM,SCY,F,2012.0,236.54,3:56.54,1.6899999999999977,0.7093984804600587,True,1.6899999999999977,0.7093984804600587,2.0,3.0,Southern California,Pac,2012-03-15,2012 NCAA DI - Women,14.0,1673601.0,8327.0,Final,136842.0
Julia Smit,400,IM,SCY,F,2010.0,238.23,3:58.23,2.3300000000000125,0.9685733288992403,False,4.050000000000011,1.6716196136701384,1.0,,Stanford,Pac,2010-02-24,2010 PAC 10 Champs women,14.0,532866.0,8528.0,Final,2044.0
Julia Smit,400,IM,SCY,F,2009.0,240.56,4:00.56,1.0,0.4139758238118894,False,,,0.0,,Stanford,Pac,2009-01-01,2010 PAC 10 Champs women,14.0,532866.0,8528.0,Final,2044.0
Julia Smit,400,IM,SCY,F,2009.0,241.56,4:01.56,0.7199999999999989,0.2971768202080233,True,,,17.0,17.0,Stanford,,2009-02-27,,14.0,532866.0,8528.0,,
Summer Sanders,400,IM,SCY,F,1992.0,242.28,4:02.28,,,True,,,,,Stanford,,1992-01-01,,14.0,525042.0,8528.0,,
Leon Marchand,400,IM,SCY,M,2023.0,208.82,3:28.82,2.75,1.2998062107104031,False,4.060000000000002,1.9071777527245408,0.0,,Arizona State,Pac,2023-03-24,2023 NCAA Division I Men's Championships,14.0,3858425.0,8311.0,Final,164416.0
Leon Marchand,400,IM,SCY,M,2023.0,211.57,3:31.57,1.3100000000000023,0.615370161593387,True,,,1.0,1.0,Arizona State,Pac,2023-03-03,2023 Men's Pac 12 Championships,14.0,3858425.0,8311.0,Final,165390.0
Hugo Gonzalez,400,IM,SCY,M,2022.0,212.88,3:32.88,0.539999999999992,0.25302220972729456,True,0.539999999999992,0.25302220972729456,5.0,8.0,California,Pac,2022-03-25,2022 NCAA Division I Men's Swimming Championships,14.0,2935336.0,8084.0,Final,122880.0
Chase Kalisz,400,IM,SCY,M,2017.0,213.42,3:33.42,1.0800000000000125,0.5034965034965093,False,2.5600000000000023,1.1852949347161785,3.0,,Georgia,SEC,2017-03-24,2017 NCAA DI - Men,14.0,233650.0,8388.0,Final,5268.0
Chase Kalisz,400,IM,SCY,M,2014.0,214.5,3:34.50,1.4799999999999898,0.6852486341327854,True,,,5.0,5.0,Georgia,SEC,2014-03-27,2014 NCAA DI - Men,14.0,233650.0,8388.0,Final,68879.0
Tyler Clary,400,IM,SCY,M,2009.0,215.98,3:35.98,2.0500000000000114,0.9402375819841359,False,2.170000000000016,0.9947283978913665,0.0,,Michigan,Big,2009-03-27,2009 NCAA DI - Men,14.0,2382090.0,8265.0,Final,10728.0
Tyler Clary,400,IM,SCY,M,2009.0,218.03,3:38.03,0.12000000000000455,0.05500802200321089,True,,,3.0,3.0,Michigan,Big,2009-02-26,2009 B1G 10 Champs Men,14.0,2382090.0,8265.0,Final,54099.0
Ryan Lochte,400,IM,SCY,M,2006.0,218.15,3:38.15,0.030000000000001137,0.013750114584288724,True,0.030000000000001137,0.013750114584288724,11.0,11.0,Florida,,2006-03-24,,14.0,350439.0,8619.0,,
Tom Dolan,400,IM,SCY,M,1995.0,218.18,3:38.18,,,True,,,,,Michigan,,1995-01-01,,14.0,952244.0,8265.0,,
Virginia,200,Freestyle Relay,SCY,F,2023.0,83.87,1:23.87,0.5999999999999943,0.710311353143121,True,,,1.0,1.0,Virginia,,2023-02-15,,15.0,,8136.0,,
Virginia,200,Freestyle Relay,SCY,F,2022.0,84.47,1:24.47,0.0799999999999983,0.09461856889414345,True,,,3.0,3.0,Virginia,,2022-02-16,,15.0,,8136.0,,
California,200,Freestyle Relay,SCY,F,2019.0,84.55,1:24.55,1.0400000000000063,1.2150952214043769,True,,,2.0,2.0,California,,2019-03-21,,15.0,,8084.0,,
California,200,Freestyle Relay,SCY,F,2017.0,85.59,1:25.59,0.6099999999999994,0.7076566125290017,True,,,8.0,8.0,California,,2017-03-16,,15.0,,8084.0,,
Arizona,200,Freestyle Relay,SCY,F,2009.0,86.2,1:26.20,0.7000000000000028,0.8055235903337201,True,,,1.0,1.0,Arizona,,2009-03-19,,15.0,,8654.0,,
Arizona,200,Freestyle Relay,SCY,F,2008.0,86.9,1:26.90,0.3299999999999983,0.3783102143757862,True,,,1.0,1.0,Arizona,,2008-03-20,,15.0,,8654.0,,
Arizona,200,Freestyle Relay,SCY,F,2007.0,87.23,1:27.23,0.8699999999999903,0.9875141884222366,True,,,2.0,2.0,Arizona,,2007-03-08,,15.0,,8654.0,,
Georgia,200,Freestyle Relay,SCY,F,2005.0,88.1,1:28.10,0.6400000000000006,0.7212080234392615,True,,,3.0,3.0,Georgia,,2005-01-01,,15.0,,8388.0,,
Georgia,200,Freestyle Relay,SCY,F,2002.0,88.74,1:28.74,0.15000000000000568,0.16874789065137324,True,,,1.0,1.0,Georgia,,2002-01-01,,15.0,,8388.0,,
Texas,200,Freestyle Relay,SCY,F,2001.0,88.89,1:28.89,,,True,,,,,Texas,,2001-01-01,,15.0,,8157.0,,
Florida,200,Freestyle Relay,SCY,M,2023.0,73.35,1:13.35,0.730000000000004,0.985421166306701,True,,,14.0,14.0,Florida,,2023-03-23,,15.0,,8619.0,,
Auburn,200,Freestyle Relay,SCY,M,2009.0,74.08,1:14.08,0.6299999999999955,0.8432606076830351,True,,,2.0,2.0,Auburn,,2009-03-28,,15.0,,8288.0,,
Auburn,200,Freestyle Relay,SCY,M,2007.0,74.71,1:14.71,1.0700000000000074,1.4119820533122294,True,,,2.0,2.0,Auburn,,2007-03-15,,15.0,,8288.0,,
California,200,Freestyle Relay,SCY,M,2005.0,75.78,1:15.78,0.3100000000000023,0.4074122749375769,True,,,1.0,1.0,California,,2005-01-01,,15.0,,8084.0,,
Auburn,200,Freestyle Relay,SCY,M,2004.0,76.09,1:16.09,0.3999999999999915,0.5229441757092319,True,,,2.0,2.0,Auburn,,2004-01-01,,15.0,,8288.0,,
Stanford,200,Freestyle Relay,SCY,M,2002.0,76.49,1:16.49,0.010000000000005116,0.013071895424843289,True,,,3.0,3.0,Stanford,,2002-01-01,,15.0,,8528.0,,
Auburn,200,Freestyle Relay,SCY,M,1999.0,76.5,1:16.50,,,True,,,,,Auburn,,1999-01-01,,15.0,,8288.0,,
Virginia,400,Freestyle Relay,SCY,F,2023.0,186.83,3:06.83,0.07999999999998408,0.042801348242461124,True,,,1.0,1.0,Virginia,,2023-02-18,,16.0,,8136.0,,
Virginia,400,Freestyle Relay,SCY,F,2022.0,186.91,3:06.91,0.05000000000001137,0.026743688489522553,True,,,3.0,3.0,Virginia,,2022-03-19,,16.0,,8136.0,,
California,400,Freestyle Relay,SCY,F,2019.0,186.96,3:06.96,0.44999999999998863,0.24011525532254877,True,,,0.0,0.0,California,,2019-03-23,,16.0,,8084.0,,
California,400,Freestyle Relay,SCY,F,2019.0,187.41,3:07.41,1.0999999999999943,0.5835234205081928,True,,,2.0,2.0,California,,2019-03-01,,16.0,,8084.0,,
Stanford,400,Freestyle Relay,SCY,F,2017.0,188.51,3:08.51,0.8900000000000148,0.46990496304119045,True,,,4.0,4.0,Stanford,,2017-02-25,,16.0,,8528.0,,
Georgia,400,Freestyle Relay,SCY,F,2013.0,189.4,3:09.40,0.47999999999998977,0.25279123657046015,True,,,4.0,4.0,Georgia,,2013-03-23,,16.0,,8388.0,,
California,400,Freestyle Relay,SCY,F,2009.0,189.88,3:09.88,2.25,1.1710820798417738,True,,,2.0,2.0,California,,2009-03-21,,16.0,,8084.0,,
California,400,Freestyle Relay,SCY,F,2007.0,192.13,3:12.13,0.6400000000000148,0.33200186751051236,True,,,1.0,1.0,California,,2007-03-10,,16.0,,8084.0,,
Arizona,400,Freestyle Relay,SCY,F,2006.0,192.77,3:12.77,0.9399999999999977,0.48526147333642955,True,,,4.0,4.0,Arizona,,2006-03-18,,16.0,,8654.0,,
Georgia,400,Freestyle Relay,SCY,F,2002.0,193.71,3:13.71,0.8100000000000023,0.41640962368908196,True,,,1.0,1.0,Georgia,,2002-01-01,,16.0,,8388.0,,
Texas,400,Freestyle Relay,SCY,F,2001.0,194.52,3:14.52,,,True,,,,,Texas,,2001-01-01,,16.0,,8157.0,,
Florida,400,Freestyle Relay,SCY,M,2023.0,164.07,2:44.07,0.2400000000000091,0.14606536425050765,True,,,5.0,5.0,Florida,,2023-03-25,,16.0,,8619.0,,
NC State,400,Freestyle Relay,SCY,M,2018.0,164.31,2:44.31,1.079999999999984,0.6530019952838649,True,,,1.0,1.0,NC State,,2018-03-24,,16.0,,8581.0,,
Texas,400,Freestyle Relay,SCY,M,2017.0,165.39,2:45.39,0.6400000000000148,0.3854725049689904,True,,,8.0,8.0,Texas,,2017-03-25,,16.0,,8157.0,,
Auburn,400,Freestyle Relay,SCY,M,2009.0,166.03,2:46.03,0.5300000000000011,0.31820365033621584,True,,,2.0,2.0,Auburn,,2009-02-21,,16.0,,8288.0,,
Auburn,400,Freestyle Relay,SCY,M,2007.0,166.56,2:46.56,1.1399999999999864,0.6797853309481136,True,,,2.0,2.0,Auburn,,2007-03-17,,16.0,,8288.0,,
California,400,Freestyle Relay,SCY,M,2005.0,167.7,2:47.70,1.2900000000000205,0.7633587786259662,True,,,2.0,2.0,California,,2005-03-26,,16.0,,8084.0,,
California,400,Freestyle Relay,SCY,M,2003.0,168.99,2:48.99,0.8100000000000023,0.4770318021201427,True,,,2.0,2.0,California,,2003-01-01,,16.0,,8084.0,,
Texas,400,Freestyle Relay,SCY,M,2001.0,169.8,2:49.80,,,True,,,,,Texas,,2001-01-01,,16.0,,8157.0,,
Stanford,800,Freestyle Relay,SCY,F,2017.0,405.91,6:45.91,6.729999999999961,1.6309616130282965,True,,,4.0,4.0,Stanford,,2017-03-15,,17.0,,8528.0,,
Georgia,800,Freestyle Relay,SCY,F,2013.0,412.64,6:52.64,0.05000000000001137,0.01211563158787743,True,,,4.0,4.0,Georgia,,2013-02-19,,17.0,,8388.0,,
California,800,Freestyle Relay,SCY,F,2009.0,412.69,6:52.69,1.329999999999984,0.3212405197816492,True,,,0.0,0.0,California,,2009-03-20,,17.0,,8084.0,,
Auburn,800,Freestyle Relay,SCY,F,2009.0,414.02,6:54.02,3.259999999999991,0.7812499999999978,True,,,1.0,1.0,Auburn,,2009-02-18,,17.0,,8288.0,,
Auburn,800,Freestyle Relay,SCY,F,2008.0,417.28,6:57.28,2.9700000000000273,0.7067221891731177,True,,,3.0,3.0,Auburn,,2008-02-20,,17.0,,8288.0,,
Florida,800,Freestyle Relay,SCY,F,2005.0,420.25,7:00.25,0.0,0.0,True,,,2.0,2.0,Florida,,2005-01-01,,17.0,,8619.0,,
Florida,800,Freestyle Relay,SCY,F,2003.0,420.25,7:00.25,0.75,0.17814726840855108,True,,,0.0,0.0,Florida,,2003-01-01,,17.0,,8619.0,,
Auburn,800,Freestyle Relay,SCY,F,2003.0,421.0,7:01.00,3.0600000000000023,0.7215960005659582,True,,,1.0,1.0,Auburn,,2003-01-01,,17.0,,8288.0,,
Stanford,800,Freestyle Relay,SCY,F,2002.0,424.06,7:04.06,,,True,,,,,Stanford,,2002-01-01,,17.0,,8528.0,,
Texas,800,Freestyle Relay,SCY,M,2023.0,363.42,6:03.42,0.46999999999997044,0.1291599109620958,True,,,1.0,1.0,Texas,,2023-03-22,,17.0,,8157.0,,
Texas,800,Freestyle Relay,SCY,M,2022.0,363.89,6:03.89,1.1899999999999977,0.3259559548592083,True,,,3.0,3.0,Texas,,2022-03-23,,17.0,,8157.0,,
Texas,800,Freestyle Relay,SCY,M,2019.0,365.08,6:05.08,0.2300000000000182,0.06296022556185656,True,,,1.0,1.0,Texas,,2019-03-27,,17.0,,8157.0,,
NC State,800,Freestyle Relay,SCY,M,2018.0,365.31,6:05.31,1.2199999999999704,0.3328513354977684,True,,,1.0,1.0,NC State,,2018-03-21,,17.0,,8581.0,,
NC State,800,Freestyle Relay,SCY,M,2017.0,366.53,6:06.53,1.5,0.4075754693910823,True,,,1.0,1.0,NC State,,2017-03-22,,17.0,,8581.0,,
Texas,800,Freestyle Relay,SCY,M,2016.0,368.03,6:08.03,1.82000000000005,0.49209138840071653,True,,,2.0,2.0,Texas,,2016-03-23,,17.0,,8157.0,,
Michigan,800,Freestyle Relay,SCY,M,2014.0,369.85,6:09.85,0.3100000000000023,0.08374756861897618,True,,,5.0,5.0,Michigan,,2014-02-26,,17.0,,8265.0,,
Texas,800,Freestyle Relay,SCY,M,2009.0,370.16,6:10.16,0.38999999999998636,0.10524895425718159,True,,,1.0,1.0,Texas,,2009-03-27,,17.0,,8157.0,,
Texas,800,Freestyle Relay,SCY,M,2008.0,370.55,6:10.55,3.589999999999975,0.9595338643288542,True,,,1.0,1.0,Texas,,2008-02-27,,17.0,,8157.0,,
Arizona,800,Freestyle Relay,SCY,M,2007.0,374.14,6:14.14,2.1100000000000136,0.5607973421926947,True,,,2.0,2.0,Arizona,,2007-03-16,,17.0,,8654.0,,
Florida,800,Freestyle Relay,SCY,M,2005.0,376.25,6:16.25,1.1000000000000227,0.2915065588975812,True,,,3.0,3.0,Florida,,2005-01-01,,17.0,,8619.0,,
Southern,800,Freestyle Relay,SCY,M,2002.0,377.35,6:17.35,0.6499999999999773,0.17195767195766593,True,,,1.0,1.0,California,,2002-01-01,,17.0,,8084.0,,
Texas,800,Freestyle Relay,SCY,M,2001.0,378.0,6:18.00,,,True,,,,,Texas,,2001-01-01,,17.0,,8157.0,,
Virginia,200,Medley Relay,SCY,F,2023.0,91.51,1:31.51,0.29999999999999716,0.3267617906546097,True,,,1.0,1.0,Virginia,,2023-03-15,,18.0,,8136.0,,
Virginia,200,Medley Relay,SCY,F,2022.0,91.81,1:31.81,1.2999999999999972,1.3961980453227334,True,,,4.0,4.0,Virginia,,2022-02-17,,18.0,,8136.0,,
Stanford,200,Medley Relay,SCY,F,2018.0,93.11,1:33.11,1.0400000000000063,1.1046202867764272,True,,,2.0,2.0,Stanford,,2018-03-16,,18.0,,8528.0,,
Stanford,200,Medley Relay,SCY,F,2016.0,94.15,1:34.15,0.0899999999999892,0.09550084889642317,True,,,4.0,4.0,Stanford,,2016-02-24,,18.0,,8528.0,,
California,200,Medley Relay,SCY,F,2012.0,94.24,1:34.24,0.7900000000000063,0.8313164263916724,True,,,1.0,1.0,California,,2012-03-16,,18.0,,8084.0,,
California,200,Medley Relay,SCY,F,2011.0,95.03,1:35.03,0.2600000000000051,0.27285129604366154,True,,,3.0,3.0,California,,2011-03-17,,18.0,,8084.0,,
Arizona,200,Medley Relay,SCY,F,2008.0,95.29,1:35.29,0.7999999999999972,0.8325528150692031,True,,,1.0,1.0,Arizona,,2008-03-21,,18.0,,8654.0,,
Arizona,200,Medley Relay,SCY,F,2007.0,96.09,1:36.09,0.5999999999999943,0.6205398696866214,True,,,4.0,4.0,Arizona,,2007-03-09,,18.0,,8654.0,,
Auburn,200,Medley Relay,SCY,F,2003.0,96.69,1:36.69,1.0,1.0236462278636502,True,,,0.0,0.0,Auburn,,2003-01-01,,18.0,,8288.0,,
Auburn,200,Medley Relay,SCY,F,2003.0,97.69,1:37.69,0.0799999999999983,0.08182469060038693,True,,,1.0,1.0,Auburn,,2003-01-01,,18.0,,8288.0,,
Stanford,200,Medley Relay,SCY,F,2002.0,97.77,1:37.77,,,True,,,,,Stanford,,2002-01-01,,18.0,,8528.0,,
NC State,200,Medley Relay,SCY,M,2023.0,80.67,1:20.67,0.45999999999999375,0.566991248613329,True,,,1.0,1.0,NC State,,2023-03-22,,18.0,,8581.0,,
Florida,200,Medley Relay,SCY,M,2022.0,81.13,1:21.13,0.4100000000000108,0.5028207014962114,True,,,5.0,5.0,Florida,,2022-03-23,,18.0,,8619.0,,
Texas,200,Medley Relay,SCY,M,2017.0,81.54,1:21.54,0.7299999999999898,0.8873222316761757,True,,,4.0,4.0,Texas,,2017-03-24,,18.0,,8157.0,,
Michigan,200,Medley Relay,SCY,M,2013.0,82.27,1:22.27,0.09000000000000341,0.10927634774162628,True,,,4.0,4.0,Michigan,,2013-03-29,,18.0,,8265.0,,
Auburn,200,Medley Relay,SCY,M,2009.0,82.36,1:22.36,0.21999999999999886,0.266408331315087,True,,,0.0,0.0,Auburn,,2009-03-27,,18.0,,8288.0,,
Auburn,200,Medley Relay,SCY,M,2009.0,82.58,1:22.58,0.6599999999999966,0.7928880345987466,True,,,1.0,1.0,Auburn,,2009-03-27,,18.0,,8288.0,,
Auburn,200,Medley Relay,SCY,M,2008.0,83.24,1:23.24,0.13000000000000966,0.15593139018832872,True,,,1.0,1.0,Auburn,,2008-03-28,,18.0,,8288.0,,
Auburn,200,Medley Relay,SCY,M,2007.0,83.37,1:23.37,1.0899999999999892,1.2905517404688482,True,,,4.0,4.0,Auburn,,2007-03-16,,18.0,,8288.0,,
Texas,200,Medley Relay,SCY,M,2003.0,84.46,1:24.46,0.010000000000005116,0.011838522552391519,True,,,2.0,2.0,Texas,,2003-01-01,,18.0,,8157.0,,
Texas,200,Medley Relay,SCY,M,2001.0,84.47,1:24.47,,,True,,,,,Texas,,2001-01-01,,18.0,,8157.0,,
Virginia,400,Medley Relay,SCY,F,2023.0,201.8,3:21.80,0.539999999999992,0.26687753286547,True,,,1.0,1.0,Virginia,,2023-02-17,,19.0,,8136.0,,
Virginia,400,Medley Relay,SCY,F,2022.0,202.34,3:22.34,2.25,1.099760496602962,True,,,1.0,1.0,Virginia,,2022-02-18,,19.0,,8136.0,,
NC State,400,Medley Relay,SCY,F,2021.0,204.59,3:24.59,0.5,0.2437954068945341,True,,,3.0,3.0,NC State,,2021-03-18,,19.0,,8581.0,,
Stanford,400,Medley Relay,SCY,F,2018.0,205.09,3:25.09,1.049999999999983,0.509362569127769,True,,,2.0,2.0,Stanford,,2018-03-05,,19.0,,8528.0,,
Stanford,400,Medley Relay,SCY,F,2016.0,206.14,3:26.14,1.960000000000008,0.9418548774627621,True,,,4.0,4.0,Stanford,,2016-03-17,,19.0,,8528.0,,
California,400,Medley Relay,SCY,F,2012.0,208.1,3:28.10,0.1599999999999966,0.0768270431191763,True,,,0.0,0.0,California,,2012-03-15,,19.0,,8084.0,,
California,400,Medley Relay,SCY,F,2012.0,208.26,3:28.26,0.05000000000001137,0.02400268830109518,True,,,3.0,3.0,California,,2012-02-24,,19.0,,8084.0,,
Arizona,400,Medley Relay,SCY,F,2009.0,208.31,3:28.31,0.75,0.3587486845881565,True,,,1.0,1.0,Arizona,,2009-03-20,,19.0,,8654.0,,
Arizona,400,Medley Relay,SCY,F,2008.0,209.06,3:29.06,1.1200000000000045,0.5328765819773549,True,,,1.0,1.0,Arizona,,2008-03-20,,19.0,,8654.0,,
California,400,Medley Relay,SCY,F,2007.0,210.18,3:30.18,1.2699999999999818,0.6006148025537866,True,,,4.0,4.0,California,,2007-03-08,,19.0,,8084.0,,
Auburn,400,Medley Relay,SCY,F,2003.0,211.45,3:31.45,0.29000000000002046,0.1369604231604895,True,,,1.0,1.0,Auburn,,2003-01-01,,19.0,,8288.0,,
Stanford,400,Medley Relay,SCY,F,2002.0,211.74,3:31.74,0.6899999999999977,0.3248128795367875,True,,,0.0,0.0,Stanford,,2002-01-01,,19.0,,8528.0,,
Stanford,400,Medley Relay,SCY,F,2002.0,212.43,3:32.43,,,True,,,,,Stanford,,2002-01-01,,19.0,,8528.0,,
Florida,400,Medley Relay,SCY,M,2023.0,178.32,2:58.32,0.9000000000000057,0.5021760964178137,True,,,6.0,6.0,Florida,,2023-03-24,,19.0,,8619.0,,
Texas,400,Medley Relay,SCY,M,2017.0,179.22,2:59.22,1.460000000000008,0.8080584458711577,True,,,1.0,1.0,Texas,,2017-03-23,,19.0,,8157.0,,
Texas,400,Medley Relay,SCY,M,2016.0,180.68,3:00.68,0.549999999999983,0.3034817635049291,True,,,1.0,1.0,Texas,,2016-03-24,,19.0,,8157.0,,
Texas,400,Medley Relay,SCY,M,2015.0,181.23,3:01.23,0.1599999999999966,0.08820772920226948,True,,,6.0,6.0,Texas,,2015-03-26,,19.0,,8157.0,,
Auburn,400,Medley Relay,SCY,M,2009.0,181.39,3:01.39,3.0100000000000193,1.6323210412147608,True,,,2.0,2.0,Auburn,,2009-03-26,,19.0,,8288.0,,
Northwestern,400,Medley Relay,SCY,M,2007.0,184.4,3:04.40,0.9699999999999989,0.5232777687867501,True,,,6.0,6.0,Northwestern,,2007-03-15,,19.0,,27.0,,
Texas,400,Medley Relay,SCY,M,2001.0,185.37,3:05.37,,,True,,,,,Texas,,2001-01-01,,19.0,,8157.0,,
